,sofifa_id,player_url,long_name,player_positions,overall,age,height_cm,weight_kg,club_name,club_jersey_number,nationality_name,pace,shooting,passing,dribbling,defending,physic,power_shot_power,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,player_face_url,club_logo_url,nation_logo_url,nation_flag_url,position_category
250,244919,https://sofifa.com/player/244919/martin-pascual-castillo/220002,Martín Pascual Castillo,"CB, CDM",65,21,190,78,Villarreal CF,31.0,Spain,58.0,25.0,41.0,42.0,66.0,59.0,39,7,13,15,10,7,,https://cdn.sofifa.net/players/244/919/22_120.png,https://cdn.sofifa.net/teams/483/60.png,,https://cdn.sofifa.net/flags/es.png,Defender
251,244892,https://sofifa.com/player/244892/sofiane-diop/220002,Sofiane Diop,"LM, RM, CF",77,21,175,65,AS Monaco,37.0,France,76.0,70.0,73.0,81.0,52.0,53.0,74,14,13,8,9,9,,https://cdn.sofifa.net/players/244/892/22_120.png,https://cdn.sofifa.net/teams/69/60.png,,https://cdn.sofifa.net/flags/fr.png,Midfielder
252,244853,https://sofifa.com/player/244853/kamal-sowah/220002,Kamal Sowah,"CF, CAM, LM",70,21,179,66,Club Brugge KV,19.0,Ghana,81.0,69.0,65.0,71.0,44.0,63.0,73,10,13,10,9,7,,https://cdn.sofifa.net/players/244/853/22_120.png,https://cdn.sofifa.net/teams/231/60.png,,https://cdn.sofifa.net/flags/gh.png,Midfielder
253,244621,https://sofifa.com/player/244621/carlos-vinicius-alves-morais/220002,Carlos Vinícius Alves Morais,ST,77,26,190,83,PSV,9.0,Brazil,71.0,78.0,60.0,75.0,41.0,82.0,84,15,13,13,7,6,,https://cdn.sofifa.net/players/244/621/22_120.png,https://cdn.sofifa.net/teams/247/60.png,,https://cdn.sofifa.net/flags/br.png,Forward
254,244584,https://sofifa.com/player/244584/oleksiy-shevchenko/220002,Oleksiy Shevchenko,GK,70,29,188,82,Shakhtar Donetsk,1.0,Ukraine,,,,,,,55,69,66,73,71,71,25.0,https://cdn.sofifa.net/players/244/584/22_120.png,https://cdn.sofifa.net/teams/101059/60.png,,https://cdn.sofifa.net/flags/ua.png,Goalkeeper
255,244426,https://sofifa.com/player/244426/bogdan-lednev/220002,Bogdan Lednev,"CAM, RM, LM",73,23,173,70,Dynamo Kyiv,17.0,Ukraine,74.0,72.0,72.0,74.0,53.0,53.0,76,9,13,12,14,12,,https://cdn.sofifa.net/players/244/426/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Midfielder
256,244401,https://sofifa.com/player/244401/mohamed-ali-camara/220002,Mohamed Ali Camara,CB,71,23,191,81,BSC Young Boys,4.0,Guinea,72.0,35.0,51.0,46.0,70.0,78.0,37,5,14,7,5,8,,https://cdn.sofifa.net/players/244/401/22_120.png,https://cdn.sofifa.net/teams/900/60.png,,https://cdn.sofifa.net/flags/gn.png,Defender
257,244389,https://sofifa.com/player/244389/fernando-dos-santos-pedro/220002,Fernando Dos Santos Pedro,ST,70,22,176,69,Shakhtar Donetsk,99.0,Brazil,86.0,69.0,59.0,76.0,31.0,43.0,71,5,9,8,8,7,,https://cdn.sofifa.net/players/244/389/22_120.png,https://cdn.sofifa.net/teams/101059/60.png,,https://cdn.sofifa.net/flags/br.png,Forward
258,244385,https://sofifa.com/player/244385/georgiy-bushchan/220002,Georgiy Bushchan,GK,75,27,196,84,Dynamo Kyiv,1.0,Ukraine,,,,,,,60,75,65,80,72,79,27.0,https://cdn.sofifa.net/players/244/385/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png,Goalkeeper
259,244383,https://sofifa.com/player/244383/mykyta-burda/220002,Mykyta Burda,CB,74,26,187,80,Dynamo Kyiv,26.0,Ukraine,65.0,23.0,43.0,42.0,77.0,74.0,34,11,14,13,11,13,,https://cdn.sofifa.net/players/244/383/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Defender
260,244381,https://sofifa.com/player/244381/artem-shabanov/220002,Artem Shabanov,CB,69,29,190,83,Dynamo Kyiv,13.0,Ukraine,61.0,24.0,55.0,50.0,70.0,71.0,34,11,14,6,7,11,,https://cdn.sofifa.net/players/244/381/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Defender
261,244380,https://sofifa.com/player/244380/vitaliy-mykolenko/220002,Vitaliy Mykolenko,LB,76,22,180,71,Dynamo Kyiv,16.0,Ukraine,78.0,44.0,62.0,61.0,73.0,63.0,47,9,8,14,9,14,,https://cdn.sofifa.net/players/244/380/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png,Defender
262,244376,https://sofifa.com/player/244376/volodymyr-shepelev/220002,Volodymyr Shepelev,"CM, CDM",72,24,184,73,Dynamo Kyiv,8.0,Ukraine,64.0,63.0,62.0,70.0,66.0,63.0,60,13,9,14,11,13,,https://cdn.sofifa.net/players/244/376/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Midfielder
263,244375,https://sofifa.com/player/244375/oleksandr-andrievskyi/220002,Oleksandr Andrievskyi,"CDM, CM",67,27,180,74,Dynamo Kyiv,18.0,Ukraine,66.0,51.0,62.0,51.0,64.0,59.0,69,12,11,8,12,11,,https://cdn.sofifa.net/players/244/375/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Midfielder
264,244374,https://sofifa.com/player/244374/mykola-shaparenko/220002,Mykola Shaparenko,"CM, CAM",76,22,177,67,Dynamo Kyiv,10.0,Ukraine,77.0,71.0,76.0,78.0,64.0,58.0,69,13,6,12,14,13,,https://cdn.sofifa.net/players/244/374/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png,Midfielder
265,244373,https://sofifa.com/player/244373/vitaliy-buyalskyi/220002,Vitaliy Buyalskyi,"CM, CAM",76,28,175,68,Dynamo Kyiv,29.0,Ukraine,75.0,69.0,72.0,79.0,70.0,56.0,66,14,11,10,11,5,,https://cdn.sofifa.net/players/244/373/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Midfielder
266,244369,https://sofifa.com/player/244369/viktor-tsygankov/220002,Viktor Tsygankov,RM,80,23,178,72,Dynamo Kyiv,15.0,Ukraine,85.0,73.0,78.0,80.0,45.0,57.0,70,9,7,15,6,12,,https://cdn.sofifa.net/players/244/369/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png,Midfielder
267,244368,https://sofifa.com/player/244368/artem-besedin/220002,Artem Besedin,ST,71,25,185,76,Dynamo Kyiv,41.0,Ukraine,72.0,67.0,48.0,67.0,41.0,63.0,66,6,8,15,5,8,,https://cdn.sofifa.net/players/244/368/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/ua.png,Forward
268,244364,https://sofifa.com/player/244364/gabriel-resende-brazao/220002,Gabriel Nascimento Resende Brazão,GK,66,20,192,85,Inter,91.0,Brazil,,,,,,,45,65,63,60,66,70,28.0,https://cdn.sofifa.net/players/244/364/22_120.png,https://cdn.sofifa.net/teams/44/60.png,,https://cdn.sofifa.net/flags/br.png,Goalkeeper
269,244272,https://sofifa.com/player/244272/dino-peric/220002,Dino Perić,CB,70,26,197,84,Dinamo Zagreb,55.0,Croatia,64.0,33.0,44.0,61.0,68.0,79.0,40,14,9,12,11,7,,https://cdn.sofifa.net/players/244/272/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/hr.png,Defender
270,244266,https://sofifa.com/player/244266/luka-menalo/220002,Luka Menalo,"LW, RW",67,24,181,73,Dinamo Zagreb,70.0,Bosnia and Herzegovina,78.0,61.0,59.0,71.0,26.0,54.0,66,6,11,8,9,15,,https://cdn.sofifa.net/players/244/266/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/ba.png,Forward
271,244264,https://sofifa.com/player/244264/amer-gojak/220002,Amer Gojak,"CM, CAM",69,24,184,75,Dinamo Zagreb,8.0,Bosnia and Herzegovina,69.0,66.0,67.0,69.0,62.0,77.0,82,14,13,12,14,12,,https://cdn.sofifa.net/players/244/264/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/ba.png,Midfielder
272,244262,https://sofifa.com/player/244262/dinko-horkas/220002,Dinko Horkaš,GK,64,22,189,77,Dinamo Zagreb,23.0,Croatia,,,,,,,46,64,61,61,62,66,48.0,https://cdn.sofifa.net/players/244/262/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/hr.png,Goalkeeper
273,244260,https://sofifa.com/player/244260/daniel-olmo-carvajal/220002,Daniel Olmo Carvajal,"CAM, CF",82,23,179,72,RB Leipzig,25.0,Spain,67.0,76.0,81.0,86.0,50.0,60.0,79,15,15,13,12,11,,https://cdn.sofifa.net/players/244/260/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png,Midfielder
274,244259,https://sofifa.com/player/244259/sadegh-moharrami/220002,Sadegh Moharrami,"RB, RM",71,25,174,71,Dinamo Zagreb,2.0,Iran,81.0,30.0,52.0,68.0,70.0,59.0,34,6,13,7,14,9,,https://cdn.sofifa.net/players/244/259/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/ir.png,Defender
275,244258,https://sofifa.com/player/244258/danijel-zagorac/220002,Danijel Zagorac,GK,67,34,186,80,Dinamo Zagreb,1.0,Croatia,,,,,,,47,71,65,62,61,70,43.0,https://cdn.sofifa.net/players/244/258/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/hr.png,Goalkeeper
276,244193,https://sofifa.com/player/244193/jovane-eduardo-borges-cabral/220002,Jovane Eduardo Borges Cabral,"LW, RW",78,23,176,72,Sporting CP,10.0,Cape Verde Islands,86.0,76.0,73.0,80.0,38.0,69.0,82,12,6,9,15,8,,https://cdn.sofifa.net/players/244/193/22_120.png,https://cdn.sofifa.net/teams/237/60.png,,https://cdn.sofifa.net/flags/cv.png,Forward
277,244067,https://sofifa.com/player/244067/maxence-lacroix/220002,Maxence Lacroix,CB,79,21,190,88,VfL Wolfsburg,4.0,France,88.0,33.0,56.0,65.0,80.0,77.0,46,14,7,12,12,11,,https://cdn.sofifa.net/players/244/067/22_120.png,https://cdn.sofifa.net/teams/175/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
278,244024,https://sofifa.com/player/244024/oliver-batista-meier/220002,Oliver Batista Meier,"CAM, LW",65,20,178,67,FC Bayern München,45.0,Germany,75.0,64.0,57.0,74.0,29.0,44.0,69,10,15,14,12,6,,https://cdn.sofifa.net/players/244/024/22_120.png,https://cdn.sofifa.net/teams/21/60.png,,https://cdn.sofifa.net/flags/de.png,Midfielder
279,243952,https://sofifa.com/player/243952/andriy-lunin/220002,Andriy Lunin,GK,74,22,192,87,Real Madrid CF,13.0,Ukraine,,,,,,,55,71,70,73,74,76,37.0,https://cdn.sofifa.net/players/243/952/22_120.png,https://cdn.sofifa.net/teams/243/60.png,,https://cdn.sofifa.net/flags/ua.png,Goalkeeper
280,243854,https://sofifa.com/player/243854/mohamed-simakan/220002,Mohamed Simakan,"CB, RB",75,21,187,82,RB Leipzig,2.0,France,68.0,36.0,62.0,64.0,76.0,77.0,61,8,6,6,11,15,,https://cdn.sofifa.net/players/243/854/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
281,243812,https://sofifa.com/player/243812/rodrygo-silva-de-goes/220002,Rodrygo Silva de Goes,RW,79,20,174,64,Real Madrid CF,21.0,Brazil,87.0,76.0,71.0,83.0,32.0,56.0,71,9,8,12,8,5,,https://cdn.sofifa.net/players/243/812/22_120.png,https://cdn.sofifa.net/teams/243/60.png,,https://cdn.sofifa.net/flags/br.png,Forward
282,243773,https://sofifa.com/player/243773/kilian-ludewig/220002,Kilian Ludewig,"RWB, RB",65,21,174,65,FC Red Bull Salzburg,29.0,Germany,74.0,46.0,60.0,62.0,60.0,59.0,52,10,7,14,11,8,,https://cdn.sofifa.net/players/243/773/22_120.png,https://cdn.sofifa.net/teams/191/60.png,,https://cdn.sofifa.net/flags/de.png,Defender
283,243661,https://sofifa.com/player/243661/albert-vallci/220002,Albert Vallçi,"RB, CB, LB",73,25,191,82,FC Red Bull Salzburg,5.0,Austria,78.0,57.0,60.0,56.0,71.0,82.0,71,8,11,8,14,7,,https://cdn.sofifa.net/players/243/661/22_120.png,https://cdn.sofifa.net/teams/191/60.png,,https://cdn.sofifa.net/flags/at.png,Defender
284,243656,https://sofifa.com/player/243656/nemanja-radonjic/220002,Nemanja Radonjić,"LM, RM",75,25,185,76,SL Benfica,23.0,Serbia,88.0,71.0,71.0,75.0,30.0,58.0,77,7,9,14,13,6,,https://cdn.sofifa.net/players/243/656/22_120.png,https://cdn.sofifa.net/teams/234/60.png,,https://cdn.sofifa.net/flags/rs.png,Midfielder
285,243630,https://sofifa.com/player/243630/jonathan-david/220002,Jonathan Christian David,ST,78,21,177,77,LOSC Lille,9.0,Canada,85.0,76.0,71.0,78.0,25.0,70.0,75,7,7,11,7,7,,https://cdn.sofifa.net/players/243/630/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png,Forward
286,243576,https://sofifa.com/player/243576/pedro-antonio-porro-sauceda/220002,Pedro Antonio Porro Sauceda,"RWB, RM",80,21,176,71,Sporting CP,24.0,Spain,80.0,67.0,73.0,79.0,75.0,75.0,81,15,7,14,5,7,,https://cdn.sofifa.net/players/243/576/22_120.png,https://cdn.sofifa.net/teams/237/60.png,,https://cdn.sofifa.net/flags/es.png,Defender
287,243538,https://sofifa.com/player/243538/karlo-letica/220002,Karlo Letica,GK,70,24,201,96,Club Brugge KV,43.0,Croatia,,,,,,,48,75,63,64,70,73,32.0,https://cdn.sofifa.net/players/243/538/22_120.png,https://cdn.sofifa.net/teams/231/60.png,,https://cdn.sofifa.net/flags/hr.png,Goalkeeper
288,243391,https://sofifa.com/player/243391/iker-pozo-la-rosa/220002,Iker Pozo La Rosa,CDM,57,20,178,74,Manchester City,56.0,Spain,66.0,44.0,56.0,56.0,51.0,55.0,55,9,10,9,7,13,,https://cdn.sofifa.net/players/243/391/22_120.png,https://cdn.sofifa.net/teams/10/60.png,,https://cdn.sofifa.net/flags/es.png,Midfielder
289,243311,https://sofifa.com/player/243311/josep-martinez-riera/220002,Josep Martínez Riera,GK,68,23,191,78,RB Leipzig,31.0,Spain,,,,,,,48,70,68,64,67,69,26.0,https://cdn.sofifa.net/players/243/311/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,,https://cdn.sofifa.net/flags/es.png,Goalkeeper
290,243238,https://sofifa.com/player/243238/aluisio-chaves-rib-moraes-junior/220002,Aluísio Chaves Ribeiro Moraes Júnior,ST,78,34,176,74,Shakhtar Donetsk,10.0,Ukraine,79.0,79.0,60.0,77.0,27.0,68.0,75,11,12,8,5,10,,https://cdn.sofifa.net/players/243/238/22_120.png,https://cdn.sofifa.net/teams/101059/60.png,,https://cdn.sofifa.net/flags/ua.png,Forward
291,243237,https://sofifa.com/player/243237/luca-pellegrini/220002,Luca Pellegrini,LB,74,22,178,72,Juventus,17.0,Italy,83.0,54.0,64.0,72.0,69.0,61.0,65,6,9,11,6,5,,https://cdn.sofifa.net/players/243/237/22_120.png,https://cdn.sofifa.net/teams/45/60.png,,https://cdn.sofifa.net/flags/it.png,Defender
292,243057,https://sofifa.com/player/243057/neco-williams/220002,Neco Williams,RB,68,20,183,72,Liverpool,76.0,Wales,74.0,36.0,61.0,68.0,63.0,59.0,42,10,11,7,14,15,,https://cdn.sofifa.net/players/243/057/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/teams/1367/60.png,https://cdn.sofifa.net/flags/gb-wls.png,Defender
293,242999,https://sofifa.com/player/242999/alex-collado-gutierrez/220002,Álex Collado Gutiérrez,"RW, CM",67,22,177,66,FC Barcelona,32.0,Spain,63.0,65.0,70.0,69.0,56.0,39.0,68,10,9,12,12,11,,https://cdn.sofifa.net/players/242/999/22_120.png,https://cdn.sofifa.net/teams/241/60.png,,https://cdn.sofifa.net/flags/es.png,Midfielder
294,242816,https://sofifa.com/player/242816/ricard-puig-marti/220002,Ricard Puig Martí,CM,76,21,169,56,FC Barcelona,6.0,Spain,67.0,61.0,75.0,81.0,58.0,63.0,60,12,15,14,12,9,,https://cdn.sofifa.net/players/242/816/22_120.png,https://cdn.sofifa.net/teams/241/60.png,,https://cdn.sofifa.net/flags/es.png,Midfielder
295,242787,https://sofifa.com/player/242787/elijah-dixon-bonner/220002,Elijah Dixon-Bonner,CDM,57,20,180,66,Liverpool,45.0,England,64.0,51.0,56.0,61.0,53.0,53.0,56,11,7,5,6,15,,https://cdn.sofifa.net/players/242/787/22_120.png,https://cdn.sofifa.net/teams/9/60.png,,https://cdn.sofifa.net/flags/gb-eng.png,Midfielder
296,242732,https://sofifa.com/player/242732/owen-otasowie/220002,Ebeguowen Owen Otasowie,"CDM, CB, CM",61,20,191,88,Club Brugge KV,8.0,United States,59.0,46.0,57.0,61.0,57.0,67.0,50,6,13,13,6,14,,https://cdn.sofifa.net/players/242/732/22_120.png,https://cdn.sofifa.net/teams/231/60.png,,https://cdn.sofifa.net/flags/us.png,Defender
297,242664,https://sofifa.com/player/242664/alexis-saelemaekers/220002,Alexis Saelemaekers,"RW, RM",76,22,180,72,AC Milan,56.0,Belgium,81.0,66.0,74.0,78.0,62.0,68.0,62,9,6,9,12,12,,https://cdn.sofifa.net/players/242/664/22_120.png,https://cdn.sofifa.net/teams/47/60.png,,https://cdn.sofifa.net/flags/be.png,Midfielder
298,242663,https://sofifa.com/player/242663/sebastiaan-bornauw/220002,Sebastiaan Bornauw,CB,76,22,191,83,VfL Wolfsburg,3.0,Belgium,72.0,45.0,60.0,65.0,78.0,76.0,61,6,7,7,11,15,,https://cdn.sofifa.net/players/242/663/22_120.png,https://cdn.sofifa.net/teams/175/60.png,,https://cdn.sofifa.net/flags/be.png,Defender
299,242603,https://sofifa.com/player/242603/harisson-marcelin/220002,Jean Harisson Marcelin,CB,71,21,197,82,AS Monaco,15.0,France,62.0,35.0,49.0,52.0,71.0,75.0,59,15,11,12,14,14,,https://cdn.sofifa.net/players/242/603/22_120.png,https://cdn.sofifa.net/teams/69/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
300,242578,https://sofifa.com/player/242578/benoit-badiashile/220002,Benoît Badiashile Mukinayi,CB,76,20,194,75,AS Monaco,5.0,France,62.0,39.0,63.0,58.0,77.0,76.0,70,8,7,5,15,8,,https://cdn.sofifa.net/players/242/578/22_120.png,https://cdn.sofifa.net/teams/69/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
301,242530,https://sofifa.com/player/242530/noah-okafor/220002,Noah Arinzechukwu Okafor,"RM, LM, CAM",71,21,185,85,FC Red Bull Salzburg,77.0,Switzerland,84.0,67.0,63.0,73.0,32.0,74.0,68,14,14,11,6,5,,https://cdn.sofifa.net/players/242/530/22_120.png,https://cdn.sofifa.net/teams/191/60.png,,https://cdn.sofifa.net/flags/ch.png,Midfielder
302,242516,https://sofifa.com/player/242516/cody-gakpo/220002,Cody Mathès Gakpo,"LM, ST",79,22,189,76,PSV,11.0,Netherlands,85.0,78.0,74.0,79.0,41.0,72.0,83,15,11,7,9,5,,https://cdn.sofifa.net/players/242/516/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png,Midfielder
303,242444,https://sofifa.com/player/242444/joao-felix-sequeira/220002,João Félix Sequeira,"CF, ST",83,21,181,72,Atlético de Madrid,7.0,Portugal,82.0,79.0,76.0,86.0,40.0,68.0,80,13,12,14,13,14,,https://cdn.sofifa.net/players/242/444/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png,Forward
304,242436,https://sofifa.com/player/242436/jon-russell/220002,Jonathan Russell,CM,59,20,188,81,Chelsea,47.0,England,65.0,52.0,57.0,59.0,55.0,63.0,54,8,10,10,10,15,,https://cdn.sofifa.net/players/242/436/22_120.png,https://cdn.sofifa.net/teams/5/60.png,,https://cdn.sofifa.net/flags/gb-eng.png,Midfielder
305,242434,https://sofifa.com/player/242434/curtis-jones/220002,Curtis Jones,CM,73,20,185,75,Liverpool,17.0,England,67.0,65.0,70.0,76.0,63.0,70.0,71,6,13,7,11,7,,https://cdn.sofifa.net/players/242/434/22_120.png,https://cdn.sofifa.net/teams/9/60.png,,https://cdn.sofifa.net/flags/gb-eng.png,Midfielder
306,242238,https://sofifa.com/player/242238/oumar-solet/220002,Oumar Mickael Solet Bomawoko,CB,70,21,192,81,FC Red Bull Salzburg,22.0,France,86.0,39.0,54.0,61.0,68.0,78.0,59,12,14,10,14,15,,https://cdn.sofifa.net/players/242/238/22_120.png,https://cdn.sofifa.net/teams/191/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
307,242236,https://sofifa.com/player/242236/francisco-reis-ferreira/220002,Francisco Reis Ferreira,CB,75,24,191,78,SL Benfica,97.0,Portugal,52.0,43.0,54.0,59.0,76.0,75.0,81,8,7,9,13,12,,https://cdn.sofifa.net/players/242/236/22_120.png,https://cdn.sofifa.net/teams/234/60.png,,https://cdn.sofifa.net/flags/pt.png,Defender
308,241981,https://sofifa.com/player/241981/eulanio-angelo-chipela-gomes/220002,Eulânio Ângelo Chipela Gomes,"RB, RM",73,27,177,69,FC Porto,31.0,Guinea Bissau,86.0,62.0,64.0,74.0,67.0,73.0,70,14,12,13,13,10,,https://cdn.sofifa.net/players/241/981/22_120.png,https://cdn.sofifa.net/teams/236/60.png,,https://cdn.sofifa.net/flags/gw.png,Defender
309,241941,https://sofifa.com/player/241941/stanley-nsoki/220002,Stanley Pierre N'Soki,"CB, LB",70,22,184,83,Club Brugge KV,4.0,France,68.0,38.0,59.0,63.0,70.0,76.0,47,8,12,13,9,10,,https://cdn.sofifa.net/players/241/941/22_120.png,https://cdn.sofifa.net/teams/231/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
310,241854,https://sofifa.com/player/241854/perr-schuurs/220002,Perr Schuurs,CB,74,21,191,79,Ajax,3.0,Netherlands,67.0,64.0,70.0,66.0,75.0,73.0,84,10,13,9,7,6,,https://cdn.sofifa.net/players/241/854/22_120.png,https://cdn.sofifa.net/teams/245/60.png,,https://cdn.sofifa.net/flags/nl.png,Defender
311,241788,https://sofifa.com/player/241788/mehdi-taremi/220002,Mehdi Taremi,"ST, CF",79,28,187,83,FC Porto,9.0,Iran,76.0,79.0,70.0,80.0,38.0,71.0,81,9,11,9,15,8,,https://cdn.sofifa.net/players/241/788/22_120.png,https://cdn.sofifa.net/teams/236/60.png,,https://cdn.sofifa.net/flags/ir.png,Forward
312,241721,https://sofifa.com/player/241721/rafael-da-conceicao-leao/220002,Rafael Alexandre Conceição Leão,"LW, ST, LM",77,22,188,81,AC Milan,17.0,Portugal,88.0,73.0,68.0,79.0,27.0,70.0,78,10,12,15,11,9,,https://cdn.sofifa.net/players/241/721/22_120.png,https://cdn.sofifa.net/teams/47/60.png,,https://cdn.sofifa.net/flags/pt.png,Midfielder
313,241671,https://sofifa.com/player/241671/dominik-livakovic/220002,Dominik Livaković,GK,82,26,187,79,Dinamo Zagreb,40.0,Croatia,,,,,,,56,81,78,74,80,85,56.0,https://cdn.sofifa.net/players/241/671/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/hr.png,Goalkeeper
314,241637,https://sofifa.com/player/241637/aurelien-tchouameni/220002,Aurélien Tchouaméni,"CM, CDM",79,21,187,81,AS Monaco,8.0,France,72.0,69.0,75.0,77.0,77.0,82.0,76,9,8,12,12,7,,https://cdn.sofifa.net/players/241/637/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png,Midfielder
315,241509,https://sofifa.com/player/241509/mauro-jaqueson-j-ferreira-santos/220002,Mauro Jaqueson Júnior Ferreira dos Santos,"CAM, LM",74,22,171,62,PSV,17.0,Brazil,84.0,65.0,72.0,77.0,49.0,50.0,68,7,14,6,13,8,,https://cdn.sofifa.net/players/241/509/22_120.png,https://cdn.sofifa.net/teams/247/60.png,,https://cdn.sofifa.net/flags/br.png,Midfielder
316,241497,https://sofifa.com/player/241497/colin-dagba/220002,Colin Dagba,RB,76,22,170,62,Paris Saint-Germain,17.0,France,82.0,53.0,70.0,77.0,72.0,61.0,68,7,6,9,11,11,,https://cdn.sofifa.net/players/241/497/22_120.png,https://cdn.sofifa.net/teams/73/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
317,241496,https://sofifa.com/player/241496/timothy-weah/220002,Timothy Tarpeh Weah,"ST, RM",74,21,183,66,LOSC Lille,22.0,United States,87.0,71.0,67.0,76.0,45.0,61.0,70,7,9,12,15,14,,https://cdn.sofifa.net/players/241/496/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/teams/1387/60.png,https://cdn.sofifa.net/flags/us.png,Midfielder
318,241486,https://sofifa.com/player/241486/jules-kounde/220002,Jules Koundé,CB,83,22,181,75,Sevilla FC,23.0,France,81.0,45.0,64.0,72.0,84.0,78.0,48,11,10,8,14,13,,https://cdn.sofifa.net/players/241/486/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png,Defender
319,241464,https://sofifa.com/player/241464/pau-francisco-torres/220002,Pau Francisco Torres,CB,82,24,191,80,Villarreal CF,4.0,Spain,71.0,38.0,67.0,70.0,84.0,80.0,58,11,13,13,13,9,,https://cdn.sofifa.net/players/241/464/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png,Defender
320,241463,https://sofifa.com/player/241463/daniel-raba-antolin/220002,Daniel Raba Antolín,"RM, CAM",73,25,184,76,Villarreal CF,17.0,Spain,66.0,71.0,72.0,73.0,38.0,58.0,71,12,11,15,12,14,,https://cdn.sofifa.net/players/241/463/22_120.png,https://cdn.sofifa.net/teams/483/60.png,,https://cdn.sofifa.net/flags/es.png,Midfielder
321,241462,https://sofifa.com/player/241462/ramiro-guerra/220002,Ramiro Guerra Pereyra,CDM,64,24,183,75,Villarreal CF,29.0,Uruguay,48.0,58.0,56.0,62.0,63.0,59.0,60,7,13,7,5,13,,https://cdn.sofifa.net/players/241/462/22_120.png,https://cdn.sofifa.net/teams/483/60.png,,https://cdn.sofifa.net/flags/uy.png,Midfielder
322,241461,https://sofifa.com/player/241461/ferran-torres-garcia/220002,Ferran Torres García,"RW, ST",82,21,184,77,Manchester City,21.0,Spain,82.0,79.0,78.0,82.0,35.0,66.0,79,12,9,11,15,12,,https://cdn.sofifa.net/players/241/461/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png,Forward
